mysql> select id, speciesid, genusid, familyid, species, genus, family from taxon where family in ('Flaviviridae','Bunyaviridae','Paramyxoviridae','Arenaviridae','Togaviridae','Herpesviridae','Poxviridae','
    '> Baculoviridae','Filoviridae','Iridoviridae','Asfarviridae','Coronaviridae','Caliciviridae','Picornaviridae','Hepeviridae','Rhabdoviridae') order by familyid,genusid,speciesid,id;
+--------+-----------+---------+----------+-----------------------------------------------------------+---------------------+-----------------+
| id     | speciesid | genusid | familyid | species                                                   | genus               | family          |
|  79892 |     79892 |      -1 |    10292 | Rangiferine herpesvirus 1                                 |                     | Herpesviridae   | 
|  85618 |     85618 |      -1 |    10292 | Ateline herpesvirus 3                                     |                     | Herpesviridae   | 
|  85655 |     85655 |      -1 |    10292 | Ranid herpesvirus 1                                       |                     | Herpesviridae   | 
|  90959 |     90959 |      -1 |    10292 | Caretta caretta herpesvirus                               |                     | Herpesviridae   | 
|  90960 |     90960 |      -1 |    10292 | Chelonia mydas herpesvirus                                |                     | Herpesviridae   | 
|  91179 |     91179 |      -1 |    10292 | Asian elephant endotheliolytic herpesvirus                |                     | Herpesviridae   | 
|  91462 |     91462 |      -1 |    10292 | African elephant endotheliolytic herpesvirus              |                     | Herpesviridae   | 
|  93387 |     93387 |      -1 |    10292 | Tapirus terrestris gammaherpesvirus 1                     |                     | Herpesviridae   | 
|  93388 |     93388 |      -1 |    10292 | Wild ass herpesvirus                                      |                     | Herpesviridae   | 
|  93389 |     93389 |      -1 |    10292 | Zebra herpesvirus                                         |                     | Herpesviridae   | 
|  95547 |     95547 |      -1 |    10292 | Tortoise herpesvirus                                      |                     | Herpesviridae   | 
| 542376 |     95547 |      -1 |    10292 | Tortoise herpesvirus                                      |                     | Herpesviridae   | 
|  99803 |     99803 |      -1 |    10292 | Porcine cytomegalovirus OF-1                              |                     | Herpesviridae   | 
| 104223 |    104223 |      -1 |    10292 | Deer malignant catarrhal fever virus                      |                     | Herpesviridae   | 
| 104388 |    104388 |      -1 |    10292 | Anatid herpesvirus 1                                      |                     | Herpesviridae   | 
| 107236 |    107236 |      -1 |    10292 | California sea lion herpesvirus                           |                     | Herpesviridae   | 
| 107323 |    107323 |      -1 |    10292 | Bottlenose dolphin herpesvirus                            |                     | Herpesviridae   | 
| 318419 |    107323 |      -1 |    10292 | Bottlenose dolphin herpesvirus                            |                     | Herpesviridae   | 
| 119207 |    119207 |      -1 |    10292 | Ovine herpesvirus 1                                       |                     | Herpesviridae   | 
| 135748 |    135748 |      -1 |    10292 | Murine herpesvirus 72                                     |                     | Herpesviridae   | 
| 136163 |    136163 |      -1 |    10292 | Caprine lymphotropic herpesvirus                          |                     | Herpesviridae   | 
| 144210 |    144210 |      -1 |    10292 | Mandrillus herpesvirus beta                               |                     | Herpesviridae   | 
| 153423 |    153423 |      -1 |    10292 | Tilapia larvae encephalitis virus                         |                     | Herpesviridae   | 
| 169968 |    169968 |      -1 |    10292 | Porcine gamma-herpesvirus                                 |                     | Herpesviridae   | 
| 172652 |    172652 |      -1 |    10292 | Cercopithecine herpesvirus 3                              |                     | Herpesviridae   | 
| 172930 |    172930 |      -1 |    10292 | Gerrhosaurid herpesvirus 1                                |                     | Herpesviridae   | 
| 172931 |    172931 |      -1 |    10292 | Gerrhosaurid herpesvirus 2                                |                     | Herpesviridae   | 
| 172932 |    172932 |      -1 |    10292 | Gerrhosaurid herpesvirus 3                                |                     | Herpesviridae   | 
| 175816 |    175816 |      -1 |    10292 | American bison gammaherpesvirus                           |                     | Herpesviridae   | 
| 179532 |    179532 |      -1 |    10292 | Fibropapillomatosis associated Chelonia mydas herpesvirus |                     | Herpesviridae   | 
| 180230 |    180230 |      -1 |    10292 | Koi herpesvirus                                           |                     | Herpesviridae   | 
| 203820 |    203820 |      -1 |    10292 | lung-eye-trachea disease-associated herpesvirus           |                     | Herpesviridae   | 
| 173567 |    212430 |      -1 |    10292 | Asinine herpesvirus 4                                     |                     | Herpesviridae   | 
| 212433 |    212430 |      -1 |    10292 | Asinine herpesvirus 4                                     |                     | Herpesviridae   | 
| 212434 |    212430 |      -1 |    10292 | Asinine herpesvirus 4                                     |                     | Herpesviridae   | 
| 212435 |    212435 |      -1 |    10292 | Asinine herpesvirus 5                                     |                     | Herpesviridae   | 
| 212436 |    212436 |      -1 |    10292 | Asinine herpesvirus 6                                     |                     | Herpesviridae   | 
| 218248 |    218248 |      -1 |    10292 | Tilapia larvae herpesvirus                                |                     | Herpesviridae   | 
| 226584 |    226584 |      -1 |    10292 | Iguanid herpesvirus 2                                     |                     | Herpesviridae   | 
| 230458 |    230458 |      -1 |    10292 | Hexaprotodon liberiensis gammaherpesvirus 1               |                     | Herpesviridae   | 
| 230460 |    230460 |      -1 |    10292 | Diceros bicornis gammaherpesvirus 1                       |                     | Herpesviridae   | 
| 230461 |    230461 |      -1 |    10292 | Tupaia belangeri gammaherpesvirus 1                       |                     | Herpesviridae   | 
| 240874 |    240874 |      -1 |    10292 | Psittacid herpesvirus 2                                   |                     | Herpesviridae   | 
| 240876 |    240876 |      -1 |    10292 | Psittacid herpesvirus 3                                   |                     | Herpesviridae   | 
| 240877 |    240877 |      -1 |    10292 | Psittacid herpesvirus 4                                   |                     | Herpesviridae   | 
| 253159 |    253159 |      -1 |    10292 | Varanid herpesvirus 1                                     |                     | Herpesviridae   | 
| 256817 |    256817 |      -1 |    10292 | Fibropapilloma-associated turtle herpesvirus              |                     | Herpesviridae   | 
| 261939 |    261939 |      -1 |    10292 | Ostreid herpesvirus 1                                     |                     | Herpesviridae   | 
| 285986 |    285986 |      -1 |    10292 | Vulture herpesvirus                                       |                     | Herpesviridae   | 
| 291612 |    291612 |      -1 |    10292 | Equid herpesvirus 7                                       |                     | Herpesviridae   | 
| 291829 |    291829 |      -1 |    10292 | Tursiops truncatus alphaherpesvirus 1                     |                     | Herpesviridae   | 
| 291832 |    291832 |      -1 |    10292 | Nycticebus coucang betaherpesvirus 1                      |                     | Herpesviridae   | 
| 291996 |    291996 |      -1 |    10292 | Varanid herpesvirus 2                                     |                     | Herpesviridae   | 
| 299472 |    299472 |      -1 |    10292 | Springbok herpesvirus 1                                   |                     | Herpesviridae   | 
| 299473 |    299473 |      -1 |    10292 | Springbok herpesvirus 2                                   |                     | Herpesviridae   | 
| 299474 |    299474 |      -1 |    10292 | Impala herpesvirus 1                                      |                     | Herpesviridae   | 
| 301027 |    301027 |      -1 |    10292 | Flounder herpesvirus                                      |                     | Herpesviridae   | 
| 302475 |    302475 |      -1 |    10292 | Vaal rhebok herpesvirus MMN-2004                          |                     | Herpesviridae   | 
| 314498 |    314498 |      -1 |    10292 | Tortoise herpesvirus 2                                    |                     | Herpesviridae   | 
| 324600 |    324600 |      -1 |    10292 | Pilchard herpesvirus                                      |                     | Herpesviridae   | 
| 332937 |    332937 |      -1 |    10292 | Chimpanzee alpha-1 herpesvirus                            |                     | Herpesviridae   | 
| 333743 |    333743 |      -1 |    10292 | Hawaiian monk seal herpesvirus                            |                     | Herpesviridae   | 
| 345308 |    345308 |      -1 |    10292 | Northern elephant seal herpesvirus                        |                     | Herpesviridae   | 
| 353637 |    353637 |      -1 |    10292 | Elephantid herpesvirus 3                                  |                     | Herpesviridae   | 
| 353638 |    353638 |      -1 |    10292 | Elephantid herpesvirus 4                                  |                     | Herpesviridae   | 
